ISO3 code,year,Economy,GDP_growth,E_score,S_score,G_score,E_score_lag1,S_score_lag1,G_score_lag1,inflation,population_growth,d_E_score
PHL,1984,Philippines,-7.0394,27.58293934446692,49.44275842298576,,27.19543017648939,49.731828907903655,,50.339,2.8921,0.3875091679775302
PHL,1985,Philippines,-6.8584,27.618175533478382,48.66641278729484,89.40809968847351,27.58293934446692,49.44275842298576,,23.1031,2.7298,0.03523618901146364
PHL,1986,Philippines,3.5107,28.487248823628867,47.47721734284495,,27.618175533478382,48.66641278729484,89.40809968847351,1.1481,2.5607,0.8690732901504852
PHL,1987,Philippines,4.3618,27.818618611446443,50.94574283062472,,28.487248823628867,47.47721734284495,,4.0698,2.635,-0.6686302121824248
PHL,1988,Philippines,6.6969,29.09346163981299,50.76643994096227,87.43509865005191,27.818618611446443,50.94574283062472,,13.8601,2.6831,1.274843028366547
PHL,1989,Philippines,6.1839,29.11895130550227,49.36809475742113,,29.09346163981299,50.76643994096227,87.43509865005191,12.243,2.5227,0.025489665689281793
PHL,1990,Philippines,3.0827,29.07636767612844,44.49655162048419,,29.11895130550227,49.36809475742113,,12.1774,2.5612,-0.04258362937382998
PHL,1991,Philippines,-0.4364,26.057568348587637,40.81224802616471,85.66978193146417,29.07636767612844,44.49655162048419,,19.2615,2.4013,-3.0187993275408047
PHL,1992,Philippines,0.4176,25.99215961987905,42.15671310123261,,26.057568348587637,40.81224802616471,85.66978193146417,8.651,2.3697,-0.0654087287085865
PHL,1993,Philippines,2.1819,27.63818132690273,42.5249600996586,,25.99215961987905,42.15671310123261,,6.7163,2.4046,1.646021707023678
PHL,1994,Philippines,4.3737,27.333757057252605,45.84137302873649,84.94288681204569,27.63818132690273,42.5249600996586,,10.3865,2.1805,-0.3044242696501236
PHL,1995,Philippines,4.6252,27.372711668617992,41.45647457731044,13.006319493495674,27.333757057252605,45.84137302873649,84.94288681204569,6.832,2.1882,0.03895461136538714
PHL,1996,Philippines,5.8603,27.69355907557272,42.826824762644094,12.71815525136332,27.372711668617992,41.45647457731044,13.006319493495674,7.4761,2.3036,0.32084740695472647
PHL,1997,Philippines,5.1864,27.47531632965668,43.32866139436863,25.55448150618795,27.69355907557272,42.826824762644094,12.71815525136332,5.5903,2.3527,-0.2182427459160401
PHL,1998,Philippines,-0.5141,28.48582837864845,45.66892384015122,12.21858910046888,27.47531632965668,43.32866139436863,25.55448150618795,9.2349,2.5148,1.010512048991771
PHL,1999,Philippines,3.3465,29.80535830632744,43.44553503689445,12.010600519509731,28.48582837864845,45.66892384015122,12.21858910046888,5.939,2.5561,1.3195299276789925
PHL,2000,Philippines,4.3825,28.514544652169796,44.17565996961026,24.09092951984733,29.80535830632744,43.44553503689445,12.010600519509731,3.9771,2.3793,-1.2908136541576454
PHL,2001,Philippines,3.0492,28.907610588921727,39.795476285048046,14.871576414676198,28.514544652169796,44.17565996961026,24.09092951984733,5.3455,2.206,0.39306593675193113
PHL,2002,Philippines,3.7163,28.586184830527134,40.52272229793077,12.611228494924005,28.907610588921727,39.795476285048046,14.871576414676198,2.7228,2.0277,-0.321425758394593
PHL,2003,Philippines,5.0869,28.743756683621807,44.49367995840811,22.48081012584751,28.586184830527134,40.52272229793077,12.611228494924005,2.2892,1.9821,0.15757185309467303
PHL,2004,Philippines,6.5692,28.826738560776228,40.52847269153997,14.295068021586562,28.743756683621807,44.49367995840811,22.48081012584751,4.8292,1.9433,0.0829818771544204
