ISO3 code,Economy,year,AG.LND.AGRI.ZS,AG.LND.FRLS.HA,AG.LND.FRST.ZS,AG.LND.PFLS.HA,AG.PRD.FOOD.XD,AG.SRF.TOTL.K2,CC.EST,EG.CFT.ACCS.ZS,EG.EGY.PRIM.PP.KD,EG.ELC.ACCS.RU.ZS,EG.ELC.ACCS.ZS,EG.ELC.COAL.ZS,EG.ELC.RNEW.ZS,EG.FEC.RNEW.ZS,EG.IMP.CONS.ZS,EG.USE.COMM.FO.ZS,EG.USE.PCAP.KG.OE,EN.ATM.PM25.MC.M3,EN.CLC.CDDY.XD,EN.CLC.CSTP.ZS,EN.CLC.HDDY.XD,EN.CLC.HEAT.XD,EN.CLC.SPEI.XD,EN.GHG.ALL.LU.MT.CE.AR5,EN.GHG.ALL.MT.CE.AR5,EN.GHG.ALL.PC.CE.AR5,EN.GHG.CH4.AG.MT.CE.AR5,EN.GHG.CH4.BU.MT.CE.AR5,EN.GHG.CH4.FE.MT.CE.AR5,EN.GHG.CH4.IC.MT.CE.AR5,EN.GHG.CH4.IP.MT.CE.AR5,EN.GHG.CH4.MT.CE.AR5,EN.GHG.CH4.PI.MT.CE.AR5,EN.GHG.CH4.TR.MT.CE.AR5,EN.GHG.CH4.WA.MT.CE.AR5,EN.GHG.CH4.ZG.AR5,EN.GHG.CO2.AG.MT.CE.AR5,EN.GHG.CO2.BU.MT.CE.AR5,EN.GHG.CO2.FE.MT.CE.AR5,EN.GHG.CO2.IC.MT.CE.AR5,EN.GHG.CO2.IP.MT.CE.AR5,EN.GHG.CO2.LU.DF.MT.CE.AR5,EN.GHG.CO2.LU.FL.MT.CE.AR5,EN.GHG.CO2.LU.MT.CE.AR5,EN.GHG.CO2.LU.OL.MT.CE.AR5,EN.GHG.CO2.LU.OS.MT.CE.AR5,EN.GHG.CO2.MT.CE.AR5,EN.GHG.CO2.PC.CE.AR5,EN.GHG.CO2.PI.MT.CE.AR5,EN.GHG.CO2.RT.GDP.KD,EN.GHG.CO2.RT.GDP.PP.KD,EN.GHG.CO2.TR.MT.CE.AR5,EN.GHG.CO2.WA.MT.CE.AR5,EN.GHG.CO2.ZG.AR5,EN.GHG.FGAS.IP.MT.CE.AR5,EN.GHG.N2O.AG.MT.CE.AR5,EN.GHG.N2O.BU.MT.CE.AR5,EN.GHG.N2O.FE.MT.CE.AR5,EN.GHG.N2O.IC.MT.CE.AR5,EN.GHG.N2O.IP.MT.CE.AR5,EN.GHG.N2O.MT.CE.AR5,EN.GHG.N2O.PI.MT.CE.AR5,EN.GHG.N2O.TR.MT.CE.AR5,EN.GHG.N2O.WA.MT.CE.AR5,EN.GHG.N2O.ZG.AR5,EN.GHG.TOT.ZG.AR5,EN.H2O.BDYS.ZS,EN.LND.LTMP.DC,EN.MAM.THRD.NO,EN.POP.DNST,ER.H2O.FWST.ZS,ER.H2O.FWTL.ZS,ER.PTD.TOTL.ZS,FP.CPI.TOTL.ZG,GB.XPD.RSDV.GD.ZS,GE.EST,HD.HCI.OVRL,IP.JRN.ARTC.SC,IP.PAT.RESD,IT.NET.USER.ZS,NV.AGR.TOTL.ZS,NW.DOW.PC,NW.DOW.TO,NW.HCA.FEMA.PC,NW.HCA.FEMA.TO,NW.HCA.MALE.PC,NW.HCA.MALE.TO,NW.HCA.PC,NW.HCA.TO,NW.NCA.AGRI.PC,NW.NCA.AGRI.TO,NW.NCA.FISH.PC,NW.NCA.FISH.TO,NW.NCA.FSTC.PC,NW.NCA.FSTC.TO,NW.NCA.FSTP.PC,NW.NCA.FSTP.TO,NW.NCA.FSTW.PC,NW.NCA.FSTW.TO,NW.NCA.FTIM.PC,NW.NCA.FTIM.TO,NW.NCA.HYDR.PC,NW.NCA.HYDR.TO,NW.NCA.MANG.PC,NW.NCA.MANG.TO,NW.NCA.MBAU.PC,NW.NCA.MBAU.TO,NW.NCA.MCOB.PC,NW.NCA.MCOB.TO,NW.NCA.MCOP.PC,NW.NCA.MCOP.TO,NW.NCA.MGOL.PC,NW.NCA.MGOL.TO,NW.NCA.MINR.PC,NW.NCA.MINR.TO,NW.NCA.MIRO.PC,NW.NCA.MIRO.TO,NW.NCA.MLEA.PC,NW.NCA.MLEA.TO,NW.NCA.MLIT.PC,NW.NCA.MLIT.TO,NW.NCA.MMOL.PC,NW.NCA.MMOL.TO,NW.NCA.MNIC.PC,NW.NCA.MNIC.TO,NW.NCA.MPHO.PC,NW.NCA.MPHO.TO,NW.NCA.MSIL.PC,NW.NCA.MSIL.TO,NW.NCA.MTIN.PC,NW.NCA.MTIN.TO,NW.NCA.MZIN.PC,NW.NCA.MZIN.TO,NW.NCA.SACO.PC,NW.NCA.SACO.TO,NW.NCA.SAGA.PC,NW.NCA.SAGA.TO,NW.NCA.SAOI.PC,NW.NCA.SAOI.TO,NW.NCA.SSOI.PC,NW.NCA.SSOI.TO,NW.NCA.TOTL.PC,NW.NCA.TOTL.TO,NW.NFA.PC,NW.NFA.TO,NW.NFL.PC,NW.NFL.TO,NW.PCA.PC,NW.PCA.TO,NW.TOW.PC,NW.TOW.TO,NY.ADJ.DFOR.GN.ZS,NY.ADJ.DRES.GN.ZS,NY.GDP.MKTP.CD,NY.GDP.MKTP.KD.ZG,NY.GDP.PCAP.CD,PV.EST,RL.EST,RQ.EST,SD.ESR.PERF.XQ,SE.ADT.LITR.ZS,SE.ENR.PRSC.FM.ZS,SE.PRM.CMPT.ZS,SE.PRM.ENRR,SE.XPD.TOTL.GB.ZS,SG.GEN.PARL.ZS,SH.DTH.COMM.ZS,SH.DYN.MORT,SH.H2O.SMDW.ZS,SH.MED.BEDS.ZS,SH.STA.OWAD.ZS,SH.STA.SMSS.ZS,SI.DST.FRST.20,SI.POV.DDAY,SI.POV.GINI,SI.POV.NAHC,SI.POV.UMIC,SI.SPR.PGAP,SL.EMP.WORK.FE.ZS,SL.EMP.WORK.ZS,SL.TLF.0714.ZS,SL.TLF.ACTI.ZS,SL.TLF.CACT.FM.ZS,SL.UEM.NEET.FE.ME.ZS,SL.UEM.NEET.ME.ZS,SL.UEM.TOTL.ZS,SM.POP.NETM,SN.ITK.DEFC.ZS,SP.DYN.LE00.IN,SP.DYN.TFRT.IN,SP.POP.65UP.TO.ZS,SP.POP.GROW,SP.POP.TOTL,SP.UWT.TFRT,VA.EST
BRN,Brunei Darussalam,1960,,,,,,,,,,,,,,,,,,,4610.64,,0.0,0.0,-0.2312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,,4.9024,,,,,,,,,,,,,,,,,982.0,,58.721,7.322,3.673,,88347.0,,
BRN,Brunei Darussalam,1961,3.9848,,,,10.92,5770.0,,,,,,,,,,,,,4578.68,,0.0,0.0,-1.2566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.4,,,,,,,,,,,,,,,,,,,1014.0,,59.387,7.185,3.5999,4.612,92517.0,,
BRN,Brunei Darussalam,1962,3.9848,,,,14.01,5770.0,,,,,,,,,,,,,4559.65,,0.0,0.0,0.6511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.6,,,,,,,,,,,,,,,,,,,1088.0,,58.824,7.03,3.521,4.4417,96719.0,,
BRN,Brunei Darussalam,1963,3.9848,,,,12.98,5770.0,,,,,,,,,,,,,4526.9,,0.0,0.0,0.0211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.5,,,,,,,,,,,,,,,,,,,1469.0,,60.625,6.893,3.4441,4.4884,101159.0,,
BRN,Brunei Darussalam,1964,4.5541,,,,11.13,5770.0,,,,,,,,,,,,,4624.34,,0.0,0.0,-1.1221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,1595.0,,61.267,6.773,3.369,4.6009,105922.0,,
BRN,Brunei Darussalam,1965,4.5541,,,,10.38,5770.0,,,,,,,,,,,,,4438.82,,0.0,0.0,0.3688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114039500.5913,,1028.8845,,,,,,,,,,,,63.2,,,,,,,,,,,,,,,,,,,1655.0,,61.721,6.647,3.2917,4.5367,110838.0,,
BRN,Brunei Darussalam,1966,4.3643,,,,11.14,5770.0,,,,,,,,,,,,,4346.62,,0.0,0.0,-0.0752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132757528.0444,,1145.7059,,,,,,,,,,,,59.8,,,,,,,,,,,,,,,,,,,1697.0,,62.401,6.514,3.2168,4.4434,115874.0,,
BRN,Brunei Darussalam,1967,4.3643,,,,12.44,5770.0,,,,,,,,,,,,,4454.3,,0.0,0.0,-0.3191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139029537.2433,,1148.843,,,,,,,,,,,,56.9,,,,,,,,,,,,,,,,,,,1703.0,,62.909,6.372,3.1512,4.3428,121017.0,,
BRN,Brunei Darussalam,1968,4.5541,,,,13.31,5770.0,,,,,,,,,,,,,4475.74,,0.0,0.0,-1.1575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160818235.8667,,1274.0904,,,,,,,,,,,,54.2,,,,,,,,,,,,,,,,,,,1677.0,,63.47,6.204,3.087,4.2111,126222.0,,
BRN,Brunei Darussalam,1969,4.5541,,,,14.91,5770.0,,,,,,,,,,,,,4652.24,,0.0,0.0,-1.2417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161210236.4417,,1226.437,,,,,,,,,,,,51.6,,,,,,,,,,,,,,,,,,,1608.0,,63.963,6.008,3.0241,4.0554,131446.0,,
BRN,Brunei Darussalam,1970,4.5541,,,,15.65,5770.0,,,,,,,,,,,,,4618.45,,0.0,0.0,-0.565,,2.7142,20.0847,0.0448,0.0057,0.5812,0.0001,,0.6554,0.0003,0.001,0.0223,,,0.0181,1.6034,0.0674,0.0226,,,,,,2.0244,14.9802,0.2319,,,0.0807,0.0004,,,0.0225,0.0007,0.0059,0.0001,0.0034,0.0344,0.0001,0.0005,0.0013,,,,,,25.6429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179078929.3158,,1325.156,,,,,,0.9352,,121.0983,,,,49.1,,3.5077,,,,,,,,,,,,,,,,,-1538.0,,64.49,5.801,2.8637,2.77,135138.0,,
BRN,Brunei Darussalam,1971,3.6053,,,,15.42,5770.0,,,,,,,,,,,,,4421.33,,0.0,0.0,0.1689,,2.559,18.5541,0.0401,0.0057,0.582,0.0001,,0.6543,0.0003,0.0011,0.0251,,,0.0181,1.4487,0.0674,0.0239,,,,,,1.8711,13.5665,0.2319,,,0.0807,0.0004,,,0.0223,0.0007,0.0053,0.0001,0.0033,0.0337,0.0001,0.0005,0.0014,,,,,,26.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197525767.7917,,1432.166,,,,,,0.9285,,129.2643,,,,46.4,,,,,,,,,,,,,,,,,,,-476.0,,64.975,5.619,2.6555,2.0385,137921.0,,
BRN,Brunei Darussalam,1972,3.4156,,,,14.06,5770.0,,,,,,,,,,,,,4677.88,,0.0,0.0,-1.0933,,3.1319,22.0263,0.0391,0.0054,0.823,0.0001,,0.8951,0.0003,0.0009,0.0263,,,0.0181,1.7996,0.0642,0.0266,,,,,,2.2028,15.4921,0.2319,,,0.0621,0.0004,,,0.0216,0.0007,0.0066,0.0001,0.0032,0.034,0.0001,0.0004,0.0014,,,,,,26.9808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270822782.0267,,1904.6676,,,,,,0.9356,100.9582,131.9444,,,,43.5,,,,,,,,,,,,,,,,,,,1053.0,,65.447,5.5,2.6018,3.0476,142189.0,,
BRN,Brunei Darussalam,1973,3.4156,,,,16.2,5770.0,,,,,,,,,,,,,4854.28,,0.0,0.0,0.4499,,3.9503,26.8055,0.04,0.0051,1.1663,0.0001,,1.2407,0.0003,0.0012,0.0276,,,0.0181,2.2616,0.0545,0.0276,,,,,,2.6748,18.1504,0.2287,,,0.0838,0.0005,,,0.0214,0.0007,0.007,0.0001,0.0036,0.0348,0.0001,0.0005,0.0015,,,,,,27.9638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433095526.6861,,2938.851,,,,,,0.9425,100.5661,129.2724,,,,40.6,,,,,,,,,,,,,,,,,,,1007.0,,65.95,5.355,2.6498,3.5782,147369.0,,
BRN,Brunei Darussalam,1974,3.4156,,,,21.48,5770.0,,,,,,,,,,,,,4466.89,,0.0,0.0,0.6051,,4.1135,26.9462,0.0475,0.0049,1.2201,0.0001,,1.3033,0.0003,0.0014,0.0289,,,0.0181,2.3341,0.0642,0.0279,,,,,,2.776,18.1847,0.2319,0.2801,,0.0993,0.0005,,,0.0222,0.0006,0.0054,0.0001,0.0036,0.0343,0.0001,0.0006,0.0015,,,,,,28.967,,,,,,,,,,,0.1757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2319576214.2133,,15194.7923,,,,,,0.9448,106.3964,126.8859,,,,37.7,,,,,,,,,,,,,,,,,,,1011.0,,66.442,5.183,2.6943,3.5247,152656.0,,
BRN,Brunei Darussalam,1975,3.4156,,,,20.14,5770.0,,,,,,,,,,,,,4597.65,,0.0,0.0,-0.0424,,4.2648,26.9805,0.0448,0.0046,1.289,0.0001,,1.3705,0.0003,0.0014,0.0303,,,0.0181,2.4194,0.0642,0.0279,,,,,,2.8613,18.1015,0.2319,0.2905,,0.0993,0.0005,,,0.0218,0.0006,0.0046,0.0001,0.0035,0.033,0.0001,0.0006,0.0016,,,,,,29.9943,,,,,,,,,,,0.2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2496420257.5404,-0.6453,15793.1313,,,,,,0.95,94.5277,122.5637,,,,34.9,,,,,,,,,,,,,,,,,,,1047.0,,66.95,4.99,2.7282,3.4851,158070.0,,
BRN,Brunei Darussalam,1976,3.2258,,,,19.44,5770.0,,,,,,,,,,,,,4580.36,,0.0,0.0,-0.3585,,5.0254,30.7163,0.0411,0.0044,1.6054,0.0001,,1.6848,0.0003,0.0021,0.0314,,,0.0181,2.8172,0.0706,0.0292,,,,,,3.3072,20.2143,0.2319,0.2778,,0.1397,0.0005,,,0.0215,0.0006,0.0044,0.0002,0.0041,0.0334,0.0001,0.0008,0.0019,,,,,,31.045,,,,,,,,,,,0.1558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3054765590.2921,20.8741,18671.3624,,,,,,0.9683,107.8671,123.9754,,,,32.1,,,,,,,,,,,,,,,,,,,1080.0,,67.411,4.784,2.7508,3.4429,163607.0,,
BRN,Brunei Darussalam,1977,2.8463,,,,18.72,5770.0,,,,,,,,,,,,,4760.19,,0.0,0.0,0.4358,,5.2054,30.7508,0.0373,0.0041,1.71,0.0,,1.7866,0.0004,0.0023,0.0325,,,0.0181,2.911,0.0257,0.0306,,,,,,3.3855,19.9998,0.2319,0.2587,,0.1677,0.0005,,,0.0215,0.0005,0.0041,0.0001,0.0042,0.0333,0.0001,0.001,0.0018,,,,,,32.1209,,,,,,,,,,,0.1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3681242528.3249,9.934,21746.8559,,,,,,0.9878,103.899,127.7707,,,,29.5,,,,,,,,,,,,,,,,,,,1157.0,,67.833,4.58,2.762,3.4069,169277.0,,
BRN,Brunei Darussalam,1978,2.8463,,,,17.6,5770.0,,,,,,,,,,,,,4907.57,,0.0,0.0,-1.6975,,5.3183,30.4104,0.0363,0.0039,1.7175,0.0,,1.7938,0.0004,0.0022,0.0336,,,0.0181,2.998,0.0417,0.0323,,,,,,3.4901,19.9567,0.2319,0.2492,,0.1677,0.0006,,,0.0212,0.0005,0.0049,0.0001,0.0045,0.0343,0.0001,0.001,0.002,,,,,,33.1848,,,,,,,,,,,0.1376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4100423673.5876,7.0191,23446.5341,,,,,,0.995,103.0529,128.9924,,,,27.1,,,,,,,,,,,,,,,,,,,791.0,,68.258,4.389,2.7716,3.2586,174884.0,,
BRN,Brunei Darussalam,1979,2.8463,,,,18.81,5770.0,,,,,,,,,,,,,4989.81,,0.0,0.13,0.3613,,5.1212,28.3846,0.0364,0.0036,1.8459,0.0001,,1.9238,0.0004,0.0028,0.0347,,,0.0181,2.6171,0.061,0.0332,,,,,,3.1637,17.535,0.2319,0.1817,,0.2018,0.0006,,,0.0215,0.0005,0.0034,0.0001,0.0047,0.0338,0.0001,0.0012,0.0023,,,,,,34.2357,,,,,,,,,,,0.0974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6044367628.2851,24.3384,33501.2783,,,,,,1.0017,101.6622,114.1082,,,,24.8,,,,,,,,,,,,,,,,,,,899.0,,68.642,4.216,2.7746,3.1176,180422.0,,
BRN,Brunei Darussalam,1980,2.8463,,,,21.33,5770.0,,,,,,,,,,,,,4947.9,,0.0,0.0,0.4515,,5.9958,32.2163,0.0341,0.0034,1.9248,0.0001,,2.0022,0.0005,0.0035,0.0357,,,0.0277,3.1172,0.125,0.0321,,,,,,3.9542,21.2465,0.3183,0.2515,,0.3332,0.0006,,,0.0221,0.0005,0.0036,0.0003,0.0071,0.0394,0.0002,0.0033,0.0025,,,,,,35.3152,,,,,,,,,,,0.0516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10795432293.6119,-9.708,58005.3425,,,,,,0.989,91.9972,113.6382,,,,22.8,,,,,,,,,,,,,,,,,,,995.0,,69.014,4.067,2.7639,3.1045,186111.0,,
BRN,Brunei Darussalam,1981,2.8463,,,,22.86,5770.0,,,,,,,,,,,,,4928.37,,0.0,0.0,1.1446,,4.9442,25.7541,0.0326,0.0031,1.5076,0.0001,,1.5847,0.0007,0.0037,0.0369,,,0.0275,2.419,0.0897,0.033,,,,,,3.3218,17.3031,0.4386,0.2722,,0.3134,0.0006,,,0.0227,0.0004,0.0016,0.0002,0.0064,0.0371,0.0002,0.0028,0.0027,,,,,,36.4283,,,,9.1371,,,,,,,0.0695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9367218664.3109,-22.3848,48793.4423,,,,,77.74,1.0009,96.0976,114.9216,13.071,,,20.9,,2.9359,,,,,,,,,,,,,,,,,1124.0,,69.344,3.943,2.7503,3.1032,191977.0,,
BRN,Brunei Darussalam,1982,2.6565,,,,24.55,5770.0,,,,,,,,,,,,,4917.39,,0.0,0.0,-0.8621,,5.2911,26.7005,0.0301,0.0029,1.4753,0.0001,,1.5516,0.0008,0.0043,0.038,,,0.0368,2.6269,0.1121,0.0332,,,,,,3.6992,18.6673,0.5259,0.2963,,0.3637,0.0007,,,0.023,0.0004,0.0021,0.0002,0.0076,0.0398,0.0003,0.0035,0.0028,,,,,,37.6025,,,,6.3566,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8932198185.7288,2.3015,45074.5499,,,,,,1.0052,86.7375,111.8044,11.239,,,19.3,,2.994,,,,,,,,,,,,,,,,,1475.0,,69.669,3.841,2.7316,3.1724,198165.0,,
BRN,Brunei Darussalam,1983,2.6565,,,,25.75,5770.0,,,,,,,,,,,,,5117.83,,0.0,0.34,-0.3142,,5.6803,27.7438,0.03,0.0027,1.5282,0.0001,,1.6062,0.0011,0.0049,0.0391,,,0.0368,2.7876,0.1282,0.0341,,,,,,4.031,19.6883,0.6329,0.3216,,0.4108,0.0007,,,0.0229,0.0004,0.002,0.0003,0.0101,0.0426,0.0003,0.0038,0.0028,,,,,,38.8503,,,,1.1662,,,,,,,0.1358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7927590750.395,0.3994,38720.0939,,,,,,1.0066,91.3528,113.7013,,,,17.9,,,,,,,,,,,,,,,,,,,1602.0,,69.991,3.751,2.7127,3.2646,204741.0,,
BRN,Brunei Darussalam,1984,2.4668,,,,25.65,5770.0,,,,,,,,,,,,,4718.31,,0.0,0.0,1.7837,,5.4989,25.9798,0.0314,0.0024,1.4739,0.0001,,1.5546,0.0012,0.0054,0.0402,,,0.0366,2.6271,0.0993,0.0351,,,,,,3.904,18.4446,0.6956,0.319,,0.4097,0.0007,,,0.0224,0.0003,0.0011,0.0002,0.0089,0.0397,0.0003,0.0035,0.003,,,,,,40.1634,,,,3.074,,,,,,,0.1384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7632788075.1621,-2.3766,36061.3815,,,,,,1.0015,64.6645,117.1102,,,,16.7,,,,,,,,,,,,,,,,,,,1722.0,,70.236,3.68,2.7022,3.324,211661.0,,
BRN,Brunei Darussalam,1985,2.4668,,,,32.79,5770.0,,,,,,,,,,,,,4807.39,,0.0,0.0,0.1816,,5.362,24.4931,0.0269,0.0022,1.3919,0.0001,,1.4698,0.0013,0.0059,0.0415,,,0.0428,2.5032,0.1057,0.0358,,,,,,3.8488,17.5809,0.7104,0.324,,0.4503,0.0007,,,0.0233,0.0003,0.001,0.0002,0.0109,0.043,0.0003,0.0038,0.0032,,,,,,41.5406,,,,2.3532,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6967623884.4234,-2.9072,31827.406,,,,,,,,117.0449,,,,15.7,,,,,,,,,,,,,,,,,,,1808.0,,70.499,3.612,2.693,3.3716,218919.0,,
BRN,Brunei Darussalam,1986,2.4668,,,,27.26,5770.0,,,,,,,,,,,,,4844.71,,0.0,0.0,0.5248,,5.1512,22.7431,0.0161,0.0019,1.4181,0.0001,,1.4864,0.0013,0.0062,0.0427,,,0.0364,2.275,0.0929,0.0381,,,,,,3.6238,15.9995,0.7213,0.3224,,0.4593,0.0007,,,0.0204,0.0003,0.0009,0.0002,0.0103,0.0394,0.0004,0.0037,0.0033,,,,,,42.9782,,,,1.7812,,,,,,,0.3428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4190280002.6738,-5.4072,18500.5409,,,,,,,137.1066,122.9529,,,,14.8,,,,,,,,,,,,,,,,,,,1897.0,,70.762,3.549,2.6782,3.4021,226495.0,,
BRN,Brunei Darussalam,1987,2.4668,,,,20.91,5770.0,,,,,,,,,,,,,5106.95,,0.0,0.26,-1.1921,,5.1838,22.1663,0.0173,0.0016,1.3411,0.0001,,1.4127,0.0018,0.0069,0.0438,,,0.0364,2.0996,0.0961,0.0393,,,,,,3.7274,15.9386,0.9678,0.3249,,0.4873,0.0008,,,0.0216,0.0002,0.0008,0.0002,0.0114,0.0421,0.0005,0.0041,0.0034,,,,,,44.3757,,,,1.2469,,,,,,,0.3905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4918010080.0305,2.0835,21029.719,,,,,,,,121.5893,9.586,,,14.2,,,,,,,,,,,,,,,,,,,994.0,,70.982,3.491,2.658,3.2,233860.0,,
BRN,Brunei Darussalam,1988,2.4668,,,,18.66,5770.0,,,,,,,,,,,,,5047.99,,0.0,0.0,1.577,,5.4976,22.8199,0.0206,0.0014,1.3199,0.0001,,1.3964,0.0019,0.0074,0.0452,,,0.0426,2.324,0.1122,0.0415,,,,,,4.0582,16.8451,1.0182,0.3593,,0.5189,0.0008,,,0.0207,0.0002,0.0008,0.0002,0.0107,0.0411,0.0005,0.0045,0.0035,,,,,,45.714,,,,1.1928,,,,,,,0.5249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4535130304.711,-1.5359,18824.7637,,,,,,,,123.2982,11.8434,,,13.8,,,,,,,,,,,,,,,,,,,962.0,,71.183,3.435,2.6368,2.9713,240913.0,,
