ISO3 code,Economy,year,AG.LND.AGRI.ZS,AG.LND.FRLS.HA,AG.LND.FRST.ZS,AG.LND.PFLS.HA,AG.PRD.FOOD.XD,AG.SRF.TOTL.K2,CC.EST,EG.CFT.ACCS.ZS,EG.EGY.PRIM.PP.KD,EG.ELC.ACCS.RU.ZS,EG.ELC.ACCS.ZS,EG.ELC.COAL.ZS,EG.ELC.RNEW.ZS,EG.FEC.RNEW.ZS,EG.IMP.CONS.ZS,EG.USE.COMM.FO.ZS,EG.USE.PCAP.KG.OE,EN.ATM.PM25.MC.M3,EN.CLC.CDDY.XD,EN.CLC.CSTP.ZS,EN.CLC.HDDY.XD,EN.CLC.HEAT.XD,EN.CLC.SPEI.XD,EN.GHG.ALL.LU.MT.CE.AR5,EN.GHG.ALL.MT.CE.AR5,EN.GHG.ALL.PC.CE.AR5,EN.GHG.CH4.AG.MT.CE.AR5,EN.GHG.CH4.BU.MT.CE.AR5,EN.GHG.CH4.FE.MT.CE.AR5,EN.GHG.CH4.IC.MT.CE.AR5,EN.GHG.CH4.IP.MT.CE.AR5,EN.GHG.CH4.MT.CE.AR5,EN.GHG.CH4.PI.MT.CE.AR5,EN.GHG.CH4.TR.MT.CE.AR5,EN.GHG.CH4.WA.MT.CE.AR5,EN.GHG.CH4.ZG.AR5,EN.GHG.CO2.AG.MT.CE.AR5,EN.GHG.CO2.BU.MT.CE.AR5,EN.GHG.CO2.FE.MT.CE.AR5,EN.GHG.CO2.IC.MT.CE.AR5,EN.GHG.CO2.IP.MT.CE.AR5,EN.GHG.CO2.LU.DF.MT.CE.AR5,EN.GHG.CO2.LU.FL.MT.CE.AR5,EN.GHG.CO2.LU.MT.CE.AR5,EN.GHG.CO2.LU.OL.MT.CE.AR5,EN.GHG.CO2.LU.OS.MT.CE.AR5,EN.GHG.CO2.MT.CE.AR5,EN.GHG.CO2.PC.CE.AR5,EN.GHG.CO2.PI.MT.CE.AR5,EN.GHG.CO2.RT.GDP.KD,EN.GHG.CO2.RT.GDP.PP.KD,EN.GHG.CO2.TR.MT.CE.AR5,EN.GHG.CO2.WA.MT.CE.AR5,EN.GHG.CO2.ZG.AR5,EN.GHG.FGAS.IP.MT.CE.AR5,EN.GHG.N2O.AG.MT.CE.AR5,EN.GHG.N2O.BU.MT.CE.AR5,EN.GHG.N2O.FE.MT.CE.AR5,EN.GHG.N2O.IC.MT.CE.AR5,EN.GHG.N2O.IP.MT.CE.AR5,EN.GHG.N2O.MT.CE.AR5,EN.GHG.N2O.PI.MT.CE.AR5,EN.GHG.N2O.TR.MT.CE.AR5,EN.GHG.N2O.WA.MT.CE.AR5,EN.GHG.N2O.ZG.AR5,EN.GHG.TOT.ZG.AR5,EN.H2O.BDYS.ZS,EN.LND.LTMP.DC,EN.MAM.THRD.NO,EN.POP.DNST,ER.H2O.FWST.ZS,ER.H2O.FWTL.ZS,ER.PTD.TOTL.ZS,FP.CPI.TOTL.ZG,GB.XPD.RSDV.GD.ZS,GE.EST,HD.HCI.OVRL,IP.JRN.ARTC.SC,IP.PAT.RESD,IT.NET.USER.ZS,NV.AGR.TOTL.ZS,NW.DOW.PC,NW.DOW.TO,NW.HCA.FEMA.PC,NW.HCA.FEMA.TO,NW.HCA.MALE.PC,NW.HCA.MALE.TO,NW.HCA.PC,NW.HCA.TO,NW.NCA.AGRI.PC,NW.NCA.AGRI.TO,NW.NCA.FISH.PC,NW.NCA.FISH.TO,NW.NCA.FSTC.PC,NW.NCA.FSTC.TO,NW.NCA.FSTP.PC,NW.NCA.FSTP.TO,NW.NCA.FSTW.PC,NW.NCA.FSTW.TO,NW.NCA.FTIM.PC,NW.NCA.FTIM.TO,NW.NCA.HYDR.PC,NW.NCA.HYDR.TO,NW.NCA.MANG.PC,NW.NCA.MANG.TO,NW.NCA.MBAU.PC,NW.NCA.MBAU.TO,NW.NCA.MCOB.PC,NW.NCA.MCOB.TO,NW.NCA.MCOP.PC,NW.NCA.MCOP.TO,NW.NCA.MGOL.PC,NW.NCA.MGOL.TO,NW.NCA.MINR.PC,NW.NCA.MINR.TO,NW.NCA.MIRO.PC,NW.NCA.MIRO.TO,NW.NCA.MLEA.PC,NW.NCA.MLEA.TO,NW.NCA.MLIT.PC,NW.NCA.MLIT.TO,NW.NCA.MMOL.PC,NW.NCA.MMOL.TO,NW.NCA.MNIC.PC,NW.NCA.MNIC.TO,NW.NCA.MPHO.PC,NW.NCA.MPHO.TO,NW.NCA.MSIL.PC,NW.NCA.MSIL.TO,NW.NCA.MTIN.PC,NW.NCA.MTIN.TO,NW.NCA.MZIN.PC,NW.NCA.MZIN.TO,NW.NCA.SACO.PC,NW.NCA.SACO.TO,NW.NCA.SAGA.PC,NW.NCA.SAGA.TO,NW.NCA.SAOI.PC,NW.NCA.SAOI.TO,NW.NCA.SSOI.PC,NW.NCA.SSOI.TO,NW.NCA.TOTL.PC,NW.NCA.TOTL.TO,NW.NFA.PC,NW.NFA.TO,NW.NFL.PC,NW.NFL.TO,NW.PCA.PC,NW.PCA.TO,NW.TOW.PC,NW.TOW.TO,NY.ADJ.DFOR.GN.ZS,NY.ADJ.DRES.GN.ZS,NY.GDP.MKTP.CD,NY.GDP.MKTP.KD.ZG,NY.GDP.PCAP.CD,PV.EST,RL.EST,RQ.EST,SD.ESR.PERF.XQ,SE.ADT.LITR.ZS,SE.ENR.PRSC.FM.ZS,SE.PRM.CMPT.ZS,SE.PRM.ENRR,SE.XPD.TOTL.GB.ZS,SG.GEN.PARL.ZS,SH.DTH.COMM.ZS,SH.DYN.MORT,SH.H2O.SMDW.ZS,SH.MED.BEDS.ZS,SH.STA.OWAD.ZS,SH.STA.SMSS.ZS,SI.DST.FRST.20,SI.POV.DDAY,SI.POV.GINI,SI.POV.NAHC,SI.POV.UMIC,SI.SPR.PGAP,SL.EMP.WORK.FE.ZS,SL.EMP.WORK.ZS,SL.TLF.0714.ZS,SL.TLF.ACTI.ZS,SL.TLF.CACT.FM.ZS,SL.UEM.NEET.FE.ME.ZS,SL.UEM.NEET.ME.ZS,SL.UEM.TOTL.ZS,SM.POP.NETM,SN.ITK.DEFC.ZS,SP.DYN.LE00.IN,SP.DYN.TFRT.IN,SP.POP.65UP.TO.ZS,SP.POP.GROW,SP.POP.TOTL,SP.UWT.TFRT,VA.EST
IDN,Indonesia,1968,18.038,,,,25.11,1910930.0,,,,,,,,,,,,,3825.04,,64.99,0.0,0.5714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.4172,,,,128.843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7076465299.8114,10.9152,64.6548,,,,,,,,,,,,177.3,,,,,,,,,,,,,,,,,,,55731.0,,51.888,5.568,2.9535,2.7075,109450006.0,,
IDN,Indonesia,1969,18.2508,,,,25.32,1910930.0,,,,,,,,,,,,,4004.03,,60.72,0.0,-0.7559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.1106,,,,15.4799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8337423312.8834,6.8223,74.0988,,,,,,,,,,,,171.6,,,,,,,,,,,,,,,,,,,82955.0,,52.588,5.553,3.0238,2.7642,112517639.0,,
IDN,Indonesia,1970,18.3284,,,,26.93,1910930.0,,,,,,,,,,,,,3961.12,,60.62,0.0,1.214,,135.0523,1.1677,48.1145,5.1743,26.1321,0.0117,0.0006,84.8775,0.0023,0.0606,5.3814,,0.5782,6.5619,6.3791,4.9213,0.9144,,,,,,31.1237,0.2691,3.6467,0.4031,,8.1012,0.0208,,,16.5367,0.7212,0.058,0.0442,0.8906,19.0072,0.0053,0.0921,0.6591,,,,,,63.8438,,,,12.3995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.2662,9150684931.5068,7.5546,79.1188,,,,,,0.806,,84.181,,,,166.0,,0.6546,,,,,,,,,,,,,,,,,81368.0,,53.254,5.488,3.0917,2.7523,115657495.0,,
IDN,Indonesia,1971,18.5436,,,,27.84,1910930.0,,,,,,,,,,,,,3749.35,,69.47,0.0,0.9452,,137.8708,1.1602,49.914,5.1743,26.1072,0.0117,0.0006,87.0765,0.0023,0.0639,5.8026,,0.5782,6.5619,6.7451,4.9213,0.9209,,,,,,31.4961,0.265,3.6467,0.3811,,8.1012,0.0208,,,16.7409,0.7212,0.059,0.0442,0.9006,19.2542,0.0053,0.0914,0.6916,,,,,,65.5971,,,,4.2337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.34,9333536369.9457,7.024,78.5428,,,,,,0.8002,,84.9482,,,,160.7,,,,,,,,,,,,,,,,,,,79264.0,,53.823,5.397,3.157,2.7092,118833702.0,,
IDN,Indonesia,1972,18.7494,,,,27.55,1910930.0,,,,,,,,,,,,,4009.67,,64.9,0.0,-2.347,,147.9684,1.2125,48.9799,5.2592,30.7627,0.0121,0.0006,91.2897,0.0024,0.0707,6.2021,,0.5782,7.7071,9.9729,5.3068,0.9988,,,,,,37.2634,0.3053,3.9457,0.4213,,8.732,0.0219,,,16.769,0.7466,0.0666,0.045,0.9303,19.3714,0.0058,0.1004,0.7078,,,,,,67.3669,,,,6.5217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.8946,10997590361.4458,7.0376,90.1148,,,,,,0.7993,52.3857,85.5888,,,,155.4,,,,,,,,,,,,,,,,,,,72007.0,,54.364,5.315,3.2216,2.6623,122039841.0,,
IDN,Indonesia,1973,18.9083,,,,29.96,1910930.0,,,,,,,,,,,,,4097.88,,56.08,0.01,1.8503,,161.8393,1.2917,51.111,5.3449,37.0411,0.0125,0.0005,100.2416,0.0028,0.0779,6.6508,,0.5782,8.526,12.5879,5.7037,1.1707,,,,,,42.0333,0.3355,4.1869,0.4396,,9.2567,0.0231,,,16.786,0.7634,0.0705,0.0458,0.9833,19.5204,0.0065,0.1043,0.7606,,,,,,69.1602,,,,31.0419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.5382,16273253012.0482,8.104,129.8862,,,,,,0.7869,53.1043,85.6217,,,,150.4,,,,,,,,,,,,,,,,,,,64991.0,,54.916,5.246,3.2859,2.6272,125288515.0,,
IDN,Indonesia,1974,19.0593,,,,31.35,1910930.0,,,,,,,,,,,,,3898.23,,63.98,0.0,-0.0555,,169.3313,1.3172,52.6441,5.4124,37.3659,0.0131,0.0005,102.6049,0.0028,0.0866,7.0795,,0.632,9.8435,14.4147,6.1212,1.4153,,,,,,46.9566,0.3653,3.8707,0.4562,,10.6349,0.0242,,,16.8981,0.7876,0.0685,0.0467,1.0165,19.7258,0.0062,0.1241,0.7781,,,,,,70.9633,,,,40.4918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.0775,25802409638.5542,7.6347,200.711,,,,,,0.7728,50.7537,84.3972,,,,145.5,,,,,,,,,,,,,,,,,,,61188.0,,55.443,5.089,3.3496,2.5738,128555045.0,,
IDN,Indonesia,1975,19.2797,,,,30.86,1910930.0,,,,,,,,,,,,,3906.5,,61.64,0.0,1.7541,,170.1356,1.2904,52.6482,5.5309,35.9127,0.015,0.0005,101.4618,0.0034,0.0976,7.2535,,0.6195,11.3033,11.6258,7.7564,1.6121,,,,,,48.7947,0.3701,4.204,0.4516,,11.6483,0.0254,,,16.9335,0.8176,0.0643,0.0503,1.0332,19.8351,0.0073,0.1331,0.7958,,,,,,72.7788,,,,19.1657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.3143,30463855421.6867,4.9773,231.0601,,,,,,0.8169,49.0443,86.4356,,,,140.9,,0.8183,,,,,,,,,,,,,,,,,56386.0,,55.998,5.032,3.4121,2.5261,131843848.0,,
IDN,Indonesia,1976,19.2708,,,,30.82,1910930.0,,,,,,,,,,,,,3945.69,,62.05,0.0,-1.2954,,180.2496,1.3335,52.8476,5.6364,41.1773,0.0151,0.0005,107.6034,0.0043,0.1075,7.8147,,0.6575,12.2013,12.569,7.954,1.8754,,,,,,52.5271,0.3886,4.9337,0.4548,,12.3093,0.0268,,,17.0549,0.8351,0.0705,0.0505,1.0417,20.0072,0.0089,0.1315,0.814,,,,,,74.6169,,,,19.8286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.1534,37269156626.506,6.8866,275.7132,,,,,,0.837,48.4563,89.0282,,,,136.5,,,,,,,,,,,,,,,,,,,48010.0,,56.445,4.921,3.472,2.4942,135173655.0,,
IDN,Indonesia,1977,19.3831,,,,32.12,1910930.0,,,,,,,,,,,,,4057.19,,58.55,0.0,-0.3296,,206.4891,1.4905,53.0744,5.7493,46.1257,0.0173,0.0004,113.3966,0.0052,0.1097,8.3146,,0.8941,13.5676,25.5302,9.8719,2.7697,,,,,,71.7987,0.5183,5.8111,0.5716,,13.3258,0.0283,,,17.9357,0.8639,0.1152,0.0546,1.1225,21.0973,0.0105,0.1424,0.8525,,,,,,76.4715,,,,11.0521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.0264,45808915662.6506,8.7613,330.6702,,,,,,0.8371,52.9114,91.5327,,,,132.4,,,,,,,,,,,,,,,,,,,45610.0,,57.09,4.807,3.5287,2.4552,138533541.0,,
IDN,Indonesia,1978,19.5393,,,,34.34,1910930.0,,,,,,,,,,,,,4133.94,,53.68,0.02,1.1353,,222.5825,1.568,56.2117,5.867,44.6496,0.0207,0.0004,115.8508,0.0053,0.1199,8.9761,,1.0088,14.7915,29.6547,13.0747,4.9018,,,,,,84.4666,0.595,6.2736,0.6298,,14.7317,0.0297,,,18.6343,0.8913,0.1315,0.0608,1.1741,21.9674,0.011,0.1519,0.9126,,,,,,78.3592,,,,8.1126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.6067,51455719075.8254,6.7671,362.4838,,,,,,0.8397,55.527,99.6737,,,,128.4,,,,,,,,,,,,,,,,,,,45911.0,,57.607,4.732,3.5801,2.4385,141953163.0,,
IDN,Indonesia,1979,19.7914,,,,35.64,1910930.0,,,,,,,,,,,,,4192.84,,54.86,0.01,-0.7404,,230.0343,1.5817,56.5591,5.9785,43.8099,0.0235,0.0005,115.9869,0.005,0.1321,9.4784,,1.1565,16.624,30.5547,16.2659,3.9977,,,,,,90.9196,0.6252,6.4494,0.6317,,15.8402,0.0313,,,19.2034,0.9232,0.1335,0.0655,1.2235,22.6761,0.0109,0.1624,0.9537,,,,,,80.2811,,,,16.2328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,22.9773,51400186342.8889,7.3243,353.4242,,,,,,,,,,,,124.5,,,,,,,,,,,,,,,,,,,43900.0,,58.18,4.625,3.6244,2.4231,145434834.0,,
IDN,Indonesia,1980,20.0194,,,,38.55,1910930.0,,,,,,,,,,,,,4248.89,,51.44,0.01,-0.3166,,235.1234,1.5785,58.9723,6.0889,44.3738,0.0269,0.0005,119.5414,0.0054,0.1572,9.9165,,1.6494,18.0491,21.2478,19.7379,5.1794,,,,,,90.5994,0.6083,6.8488,0.5729,,17.8542,0.0328,,,20.7721,0.9629,0.0976,0.0714,1.2575,24.3547,0.0115,0.1856,0.996,,,,,,82.2218,,,,18.0354,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,18.9349,72482337397.4439,9.8801,486.6202,,,,,67.31,,,,,,,120.7,,,,,,,,,,,,,,,,,,,42254.0,,58.701,4.495,3.6619,2.3886,148950540.0,,
IDN,Indonesia,1981,20.2261,,,,41.47,1910930.0,,,,,,,,,,,,,4194.69,,50.61,0.0,0.6657,,244.9484,1.6064,61.1422,6.2119,45.3346,0.0281,0.0005,123.2311,0.0059,0.1733,10.3346,,1.8352,19.4478,20.3049,21.1547,5.3785,,,,,,95.6587,0.6273,7.8623,0.5604,,19.6403,0.0348,,,21.7421,1.0003,0.0969,0.0734,1.298,25.4906,0.0131,0.2057,1.0612,,,,,,84.1729,,,,12.2659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.5945,85518233419.0479,7.9272,560.8303,,,,,,0.84,65.1177,109.6343,,,,117.0,,,,,,,,,,,,,,,,,,,44710.0,,59.096,4.356,3.6925,2.3452,152485035.0,,
IDN,Indonesia,1982,20.444,,,,40.89,1910930.0,,,,,,,,,,,,,4186.41,,51.1,0.0,-2.1682,,238.908,1.5309,60.0385,6.3316,38.2197,0.0281,0.0005,115.5502,0.0065,0.1809,10.7444,,2.0476,19.4003,18.6203,21.1033,5.766,,,,,,96.402,0.6178,8.6154,0.5524,,20.8121,0.0369,,,22.1569,1.0294,0.0912,0.0734,1.7478,26.4085,0.0144,0.2339,1.0615,,,,,,86.1419,,,,9.4454,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.8427,90158449294.9921,2.2464,577.7456,,,,,,0.8587,69.4834,114.4572,,,,113.3,,,,,,,,,,,,,,,,,,,46792.0,,59.7,4.247,3.7179,2.3124,156052152.0,,
IDN,Indonesia,1983,20.5471,,,,44.12,1910930.0,,,,,,,,,,,,,4363.69,,44.56,0.05,-0.302,,247.3259,1.5492,65.979,6.448,38.5835,0.0284,0.0005,122.6464,0.0067,0.1756,11.4246,,1.9959,18.8965,16.2457,21.89,7.3545,,,,,,95.4221,0.5977,8.8684,0.5247,,20.1321,0.039,,,23.528,1.0508,0.0845,0.0737,2.0536,28.1574,0.0146,0.223,1.1292,,,,,,88.1287,,,,11.7997,,,,,40.0,,24.1049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.1728,81052283383.7155,4.193,507.6829,,,,,,0.8978,74.811,116.9723,,,,109.7,,,,,,,,,,,,,,,,,,,47375.0,,60.343,4.109,3.7417,2.2802,159651381.0,,
IDN,Indonesia,1984,20.453,,,,47.81,1910930.0,,,,,,,,,,,,,4044.64,,50.6,0.0,1.9067,,258.9871,1.5864,69.3251,6.5629,41.4466,0.0249,0.0005,129.7375,0.0084,0.18,12.1891,,2.4241,18.4141,17.5674,19.004,9.0351,,,,,,97.6447,0.5981,10.6714,0.502,,20.4874,0.0412,,,25.2678,1.0688,0.084,0.0675,2.2317,30.1613,0.0179,0.2251,1.1985,,,,,,90.1158,,,,10.455,,,,,26.0,,23.4561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.7373,84853700027.651,6.9755,519.7741,,,,,,0.9007,84.6152,120.1025,,,,106.1,,,,,8.3,86.2,32.3,,99.2,19.3,,,,,,,,,43693.0,,60.891,3.956,3.7665,2.2297,163251124.0,,
IDN,Indonesia,1985,21.682,,,,48.74,1910930.0,,,,,,,,,,,,,4086.04,,54.94,0.01,0.4388,,266.9892,1.6009,70.4655,6.672,39.2079,0.0376,0.0002,129.4858,0.0091,0.1842,12.9093,,2.5111,17.871,18.2591,24.0509,10.62,,,,,,106.0383,0.6358,11.5622,0.532,,21.1207,0.0434,,,25.5481,1.0764,0.0845,0.0859,1.6634,29.9324,0.0203,0.2319,1.222,,,,,,92.0617,,,,4.7245,,,,,49.0,,23.7676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.9246,85289488375.4435,2.4621,511.4009,,,,,,,94.297,121.856,,,,102.4,,0.5568,,,,,,,,,,,,,,,,,37451.0,,61.387,3.725,3.7951,2.1363,166776185.0,,
IDN,Indonesia,1986,22.7935,,,,51.63,1910930.0,,,,,,,,,,,,,4146.61,,53.04,0.0,0.4408,,284.1102,1.6695,72.0239,6.7769,41.2634,0.0422,0.0003,133.8386,0.0088,0.199,13.524,,2.6211,17.9351,19.9853,28.1823,11.8033,,,,,,117.1036,0.6881,14.1616,0.5549,,22.369,0.0458,,,26.4343,1.0802,0.0866,0.094,2.3125,31.5802,0.0344,0.2448,1.2934,,,,,,93.9379,,,,5.8227,,,,,32.0,,24.2534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.0976,79954072544.5279,5.875,469.8342,,,,,,,96.3587,120.131,,,,98.8,,,,,,,,,,,,,,,,,,,30988.0,,61.736,3.53,3.8296,2.0175,170175065.0,,
IDN,Indonesia,1987,24.004,,,,52.18,1910930.0,,,,,,,,,,,,,4346.16,,47.39,0.05,-1.2469,,286.9611,1.6538,71.5974,6.8882,40.2897,0.0401,0.0003,133.1714,0.0091,0.2246,14.1221,,2.8537,17.9437,20.6404,26.0105,12.0541,,,,,,120.215,0.6928,16.2036,0.5429,,24.4608,0.0482,,,26.9515,1.1038,0.0877,0.0894,2.0985,31.9624,0.0411,0.2732,1.3171,,,,,,95.7794,,,,9.2787,,,,,62.0,,23.3269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.4875,75929617557.7521,4.9259,437.6066,,,,,,,96.7876,118.5211,,,,95.1,,,,,9.1,86.8,30.4,,99.2,18.3,,,,,,,,,26705.0,,62.087,3.42,3.8698,1.9414,173511154.0,16.0,
IDN,Indonesia,1988,24.3639,,,,54.97,1910930.0,,,,,,,,,,,,,4330.51,,43.74,0.11,1.1848,,299.4817,1.6934,73.2808,7.0134,40.7965,0.0427,0.0003,136.1132,0.0099,0.2483,14.7214,,3.075,18.9182,22.7808,27.8369,12.1801,,,,,,128.6681,0.7275,17.3168,0.5493,,26.5095,0.0508,,,27.8622,1.1508,0.0952,0.0939,2.2653,33.2272,0.0439,0.3005,1.4154,,,,,,97.6253,,,,8.0454,,,,,,,24.1216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.6693,84300174485.7973,5.7805,476.6625,,,,,,0.9084,96.453,117.3284,,,,91.4,,,,,,,,,,,,,,,,,,,25383.0,,62.386,3.353,3.9158,1.9089,176855065.0,,
IDN,Indonesia,1989,24.5284,,,,57.98,1910930.0,,,,,,,,,,,,,4138.37,,50.6,0.0,0.8073,,311.6564,1.7295,76.2062,7.1633,43.6383,0.044,0.0003,143.1424,0.0097,0.2818,15.7988,,2.8903,22.3941,21.8413,26.0997,14.3812,,,,,,134.4848,0.7463,17.9977,0.5343,,28.8272,0.0533,,,27.6128,1.1923,0.0919,0.0941,1.5936,32.3957,0.0479,0.3235,1.4396,,,,,,99.4726,,,,6.4155,,,,,113.0,,23.4255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.3431,94451427876.6628,7.4566,524.143,,,,,,0.923,96.7901,116.4105,,,,87.6,,0.7026,,,,,,,,,,,,,,,,,19905.0,,62.883,3.247,3.97,1.8746,180201630.0,,
IDN,Indonesia,1990,24.8861,,65.4377,,59.66,1910930.0,,,,,,29.9017,20.9171,59.2,-81.5397,62.2427,461.4787,29.8368,4251.12,,50.27,0.08,-0.8771,,338.0413,1.8422,72.3099,4.4084,46.2688,0.3011,0.0006,140.5251,0.0125,0.3101,16.9138,,3.1243,23.3481,37.3605,27.813,15.3761,,,,,,161.7687,0.8816,22.4928,0.5993,0.1809,32.198,0.0559,,1.6491,28.8035,0.8517,0.1098,0.418,1.9598,34.0984,0.0575,0.3636,1.5344,,,,,,101.294,9.9141,3.6819,,7.8192,,,,,,0.0,21.5487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.7379,106140727333.636,7.2421,578.4201,,,,,81.52,0.9306,93.8903,114.2421,,,,83.9,,0.6652,10.16,,9.0,78.6,31.1,,98.5,15.1,,,,68.087,61.0464,,,,11539.0,,63.249,3.114,4.0353,1.8144,183501098.0,,
IDN,Indonesia,1991,22.9216,,64.4847,,60.75,1910930.0,,,,31.0103,48.9,29.5822,20.557,58.4,-88.6266,63.6573,477.0347,29.5331,4197.28,,52.25,0.02,-1.5301,,358.7657,1.9208,71.9592,4.4047,53.0752,0.3113,0.0012,147.6318,0.014,0.4026,17.4637,5.0572,3.0385,24.0617,43.6136,27.6648,15.353,,,,,,174.6593,0.9351,25.0181,0.6053,0.1827,35.8506,0.0589,7.9685,1.7393,28.7534,0.8589,0.1234,0.4329,2.513,34.7353,0.064,0.3968,1.5928,1.8678,6.1307,,,,103.103,10.4336,3.8748,,9.4191,,,,,34.0,,19.6618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.791,116621996217.133,6.912,624.3875,,,,,,0.9387,89.8921,112.3214,,,,80.1,,0.6686,10.53,,,,,,,,26.81,33.5954,,67.766,59.8191,,,2.617,3096.0,,63.703,3.058,4.111,1.7701,186778238.0,17.0,
IDN,Indonesia,1992,22.8288,,63.5316,,65.6,1910930.0,,,,53.9081,66.6966,27.3697,23.8383,57.5,-85.0622,64.5551,489.7595,29.2137,4183.68,,50.88,0.01,-0.6544,,377.0025,1.9838,76.5882,4.4085,56.0724,0.321,0.0009,156.2108,0.0145,0.3393,18.4661,11.1622,3.2701,26.0423,46.2995,29.1469,14.4123,,,,,,182.5524,0.9606,25.4059,0.594,0.1793,37.9134,0.062,12.8478,1.8186,30.3179,0.9267,0.1281,0.4443,2.4319,36.4206,0.0646,0.4192,1.6879,6.8103,11.5256,,,,104.9055,10.9531,4.0677,,7.5235,,,,,67.0,,19.5214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.6207,128026966579.964,6.4975,673.671,,,,,,0.9458,88.2664,110.8199,,,,76.4,,0.665,10.92,,,,,,,,26.8405,33.6547,,68.037,60.9251,,,2.734,-2609.0,,64.182,2.95,4.1964,1.7332,190043744.0,,
