ISO3 code,Economy,year,GDP_growth,E_score,S_score,G_score,E_score_lag1,S_score_lag1,G_score_lag1,inflation,population_growth
LAO,Lao PDR,2001,5.7514,24.091400866099345,30.891690624359313,37.55567329695266,23.30981390851944,31.960570324113583,37.92088011748254,7.8118,1.6484
LAO,Lao PDR,2002,5.9187,24.233945948926696,33.63311487335219,40.64225255117116,24.091400866099345,30.891690624359313,37.55567329695266,10.6313,1.6063
LAO,Lao PDR,2003,6.067,22.710083751921122,32.405974609792864,36.89133979388118,24.233945948926696,33.63311487335219,40.64225255117116,15.4894,1.5396
LAO,Lao PDR,2004,6.3577,23.056355774117147,33.0531266865802,36.46871898650138,22.710083751921122,32.405974609792864,36.89133979388118,10.4623,1.4579
LAO,Lao PDR,2005,7.1076,25.612499754266228,37.13892198735187,36.07185176015424,23.056355774117147,33.0531266865802,36.46871898650138,7.1654,1.5088
LAO,Lao PDR,2006,8.6193,25.664405239825392,36.73544385003772,35.63320447352075,25.612499754266228,37.13892198735187,36.07185176015424,6.5456,1.5834
LAO,Lao PDR,2007,7.5968,25.631504224889067,38.32775494021096,46.21881519230479,25.664405239825392,36.73544385003772,35.63320447352075,4.662,1.5481
LAO,Lao PDR,2008,7.8249,26.560687928173298,36.79112392155752,34.658729725453014,25.631504224889067,38.32775494021096,46.21881519230479,7.6288,1.5196
LAO,Lao PDR,2009,7.5018,26.31158008106811,35.96779112198166,34.15173503451057,26.560687928173298,36.79112392155752,34.658729725453014,0.1412,1.4959
LAO,Lao PDR,2010,8.5269,26.763341836470474,35.06557151997682,33.410473970916485,26.31158008106811,35.96779112198166,34.15173503451057,5.9825,1.4719
LAO,Lao PDR,2011,8.0387,27.475583913816603,37.134028715652924,32.65404031418426,26.763341836470474,35.06557151997682,33.410473970916485,7.569,1.4481
LAO,Lao PDR,2012,8.0261,28.17218604179458,39.128752337100444,42.00910041973233,27.475583913816603,37.134028715652924,32.65404031418426,4.2551,1.4274
LAO,Lao PDR,2013,8.0263,28.3136071116213,38.356481549808514,30.969123464349536,28.17218604179458,39.128752337100444,42.00910041973233,6.3714,1.4076
LAO,Lao PDR,2014,7.612,28.05440921020741,38.2890473234074,29.736960536298284,28.3136071116213,38.356481549808514,30.969123464349536,4.1292,1.3788
LAO,Lao PDR,2015,7.2701,30.739147250580864,39.8860722535224,28.459795740050815,28.05440921020741,38.2890473234074,29.736960536298284,1.2774,1.4584
LAO,Lao PDR,2016,7.0228,32.9811272532935,39.134531086404245,26.752360741646324,30.739147250580864,39.8860722535224,28.459795740050815,1.5969,1.5632
LAO,Lao PDR,2017,6.8925,33.6132635708018,37.347331927217844,25.419135784230228,32.9811272532935,39.134531086404245,26.752360741646324,0.8255,1.5703
LAO,Lao PDR,2018,6.248,33.123277674349005,39.595477750125006,34.211395418756815,33.6132635708018,37.347331927217844,25.419135784230228,2.0404,1.5538
LAO,Lao PDR,2019,5.4577,33.38981575628525,41.23432726500262,22.699301498901736,33.123277674349005,39.595477750125006,34.211395418756815,3.3226,1.5258
LAO,Lao PDR,2020,0.503,33.80064614629753,38.46217476865545,21.53798081084856,33.38981575628525,41.23432726500262,22.699301498901736,5.1041,1.4934
LAO,Lao PDR,2021,2.5284,34.54608840002445,44.69181705418041,,33.80064614629753,38.46217476865545,21.53798081084856,3.7556,1.4414
LAO,Lao PDR,2022,2.7074,32.00281321012794,46.12730996194364,,34.54608840002445,44.69181705418041,,22.9562,1.4097
LAO,Lao PDR,2023,3.7457,31.087405054960232,46.38895591551611,,32.00281321012794,46.12730996194364,,31.2301,1.3924
LAO,Lao PDR,2024,4.1302,27.05489654592583,47.66322251171986,,31.087405054960232,46.38895591551611,,23.1306,1.3583
MMR,Myanmar,1961,0.4716,29.815393355037102,42.83596071535745,,20.02240516606955,33.86668569784589,,-0.1464,2.1863
MMR,Myanmar,1962,4.0869,23.809606860401576,43.099210876581346,,29.815393355037102,42.83596071535745,,-1.6129,2.2004
MMR,Myanmar,1963,13.3493,28.07819837186762,43.35187533397393,,23.809606860401576,43.099210876581346,,-2.6826,2.2157
MMR,Myanmar,1964,-5.894,24.39062776009239,43.622638001398606,,28.07819837186762,43.35187533397393,,-0.4594,2.2318
MMR,Myanmar,1965,10.6926,29.220379359798198,43.95733069797918,,24.39062776009239,43.622638001398606,,17.6923,2.2581
MMR,Myanmar,1966,-4.8518,23.59310389780708,44.08217908139759,,29.220379359798198,43.95733069797918,,25.4902,2.2685
MMR,Myanmar,1967,-5.9253,24.51919827263391,44.27942349509076,,23.59310389780708,44.08217908139759,,0.8333,2.2688
MMR,Myanmar,1968,12.0593,30.194073014760193,47.58493699197105,,24.51919827263391,44.27942349509076,,2.376,2.2697
MMR,Myanmar,1969,3.2917,25.995892618939106,47.75415146448002,,30.194073014760193,47.58493699197105,,-4.3391,2.2653
MMR,Myanmar,1970,4.9793,25.456345820992578,43.84945656604934,,25.995892618939106,47.75415146448002,,-4.0084,2.2609
MMR,Myanmar,1971,4.13,25.775042587818877,43.74716412545314,,25.456345820992578,43.84945656604934,,2.0879,2.2335
MMR,Myanmar,1972,2.4358,24.561383851671305,43.61081223493633,,25.775042587818877,43.74716412545314,,7.6426,2.209
MMR,Myanmar,1973,-0.9681,23.74749329745178,43.64175936426528,,24.561383851671305,43.61081223493633,,25.2,2.0819
MMR,Myanmar,1974,5.3424,24.697369542124537,43.32927821863976,,23.74749329745178,43.64175936426528,,25.2117,1.9507
MMR,Myanmar,1975,4.1527,23.985825921027587,46.88026102541766,,24.697369542124537,43.32927821863976,,31.6557,1.9353
MMR,Myanmar,1976,6.0804,24.803574773114658,46.79098560107548,,23.985825921027587,46.88026102541766,,22.3844,1.9111
MMR,Myanmar,1977,5.9523,23.96680764519358,47.10142059483238,,24.803574773114658,46.79098560107548,,-1.1567,1.9228
MMR,Myanmar,1978,6.5178,24.185604368628333,47.15321088309787,,23.96680764519358,47.10142059483238,,-6.0447,1.9486
MMR,Myanmar,1979,5.2013,21.00136249010668,47.083453613111104,,24.185604368628333,47.15321088309787,,5.6723,1.9315
MMR,Myanmar,1980,7.9385,21.817592682934645,43.20454879946802,,21.00136249010668,47.083453613111104,,0.6082,1.9162
MMR,Myanmar,1981,6.3558,23.054770616265436,43.00386325984286,,21.817592682934645,43.20454879946802,,0.3184,1.8829
MMR,Myanmar,1982,5.6039,23.196049556483175,46.66632576916231,,23.054770616265436,43.00386325984286,,5.3047,1.8267
MMR,Myanmar,1983,4.3911,24.65992325911355,48.12273276309,,23.196049556483175,46.66632576916231,,5.6501,1.9521
MMR,Myanmar,1984,4.9327,23.712890699630595,48.10413100254256,,24.65992325911355,48.12273276309,,4.8463,2.0732
MMR,Myanmar,1985,2.851,24.182602064930887,47.694426645792774,,23.712890699630595,48.10413100254256,,6.8076,1.9954
MMR,Myanmar,1986,-1.0573,24.69852039043139,47.07113028008892,,24.182602064930887,47.694426645792774,,9.3255,1.872
MMR,Myanmar,1987,-4.0056,27.39624149888984,46.59213192625451,,24.69852039043139,47.07113028008892,,24.76,1.7446
MMR,Myanmar,1988,-11.3524,27.940248101056486,46.22662491912685,,27.39624149888984,46.59213192625451,,16.0428,1.6438
MMR,Myanmar,1989,3.6953,28.243826340698764,46.01927376775702,,27.940248101056486,46.22662491912685,,27.1985,1.5773
MMR,Myanmar,1990,2.8169,28.758288005322804,41.10849806602802,,28.243826340698764,46.01927376775702,,17.6268,1.5251
MMR,Myanmar,1991,-0.6506,27.63839956075021,41.5198026689086,,28.758288005322804,41.10849806602802,,32.272,1.4385
MMR,Myanmar,1992,9.6609,28.089054035024784,40.85829909813991,,27.63839956075021,41.5198026689086,,21.9132,1.3675
MMR,Myanmar,1993,6.0394,28.151598445048744,40.83358464841743,,28.089054035024784,40.85829909813991,,31.8316,1.3392
MMR,Myanmar,1994,7.478,29.215392678976603,40.899130900941586,,28.151598445048744,40.83358464841743,,24.0988,1.323
MMR,Myanmar,1995,6.9481,28.58905729025196,40.84610225380263,,29.215392678976603,40.899130900941586,,25.1947,1.2998
MMR,Myanmar,1996,6.4427,28.750765890927866,40.95650022055876,,28.58905729025196,40.84610225380263,,16.2754,1.2815
MMR,Myanmar,1997,5.6516,28.35481664599427,41.27186040278536,1.7010229386236826,28.750765890927866,40.95650022055876,,29.6972,1.2754
MMR,Myanmar,1998,5.8662,27.950989616608943,41.11090305492567,0.7090824550526968,28.35481664599427,41.27186040278536,1.7010229386236826,51.4875,1.2482
MMR,Myanmar,1999,10.9451,29.446371216383085,41.46899140407516,1.0926844389336638,27.950989616608943,41.11090305492567,0.7090824550526968,18.401,1.1903
MMR,Myanmar,2000,13.7459,31.18482863354046,40.63706230078084,3.766274023558587,29.446371216383085,41.46899140407516,1.0926844389336638,-0.1092,1.1171
MMR,Myanmar,2001,11.344,29.300957087246825,41.45346593656254,2.150495970241786,31.18482863354046,40.63706230078084,3.766274023558587,21.1013,1.0549
MMR,Myanmar,2002,12.0255,29.64326946695503,39.61473876929797,5.668784872907627,29.300957087246825,41.45346593656254,2.150495970241786,57.0745,1.0033
MMR,Myanmar,2003,13.844,29.189449063179246,39.81069551049237,,29.64326946695503,39.61473876929797,5.668784872907627,36.5897,0.9355
MMR,Myanmar,2004,13.5647,29.597062389325224,40.05370859845681,,29.189449063179246,39.81069551049237,,4.5342,0.8568
MMR,Myanmar,2005,13.569,29.69949793402399,40.199139194429144,,29.597062389325224,40.05370859845681,,9.3686,0.7822
MMR,Myanmar,2006,13.0761,29.96744519567595,41.5164058954714,,29.69949793402399,40.199139194429144,,19.9965,0.7283
MMR,Myanmar,2007,11.9914,30.243977865390118,41.94818758248647,,29.96744519567595,41.5164058954714,,35.0246,0.7088
MMR,Myanmar,2008,10.2553,29.487965571240473,41.531689083208526,,30.243977865390118,41.94818758248647,,26.7995,0.5507
MMR,Myanmar,2009,10.55,30.46313370831733,42.70520138067585,,29.487965571240473,41.531689083208526,,1.4723,0.5557
MMR,Myanmar,2010,9.6344,30.558478233597143,43.41418525647092,,30.46313370831733,42.70520138067585,,7.7184,0.7451
